place,Lat,Long,December,September,OverallAverage,October,November,January,February,March,April
8090,28.68349579,77.07317646,117.7411765,67.56451613,96.41887813,133.1219512,153.787234,112.4642857,97.09090909,52.91428571,36.66666667
8091,28.67949579,77.07317646,115,116,115.5,,,,,,
8097,28.65549579,77.07317646,538,,538,,,,,,
8098,28.65149579,77.07317646,429,,429,,,,,,
8099,28.64749579,77.07317646,237.5,46.5,46.5,,,,,,
8101,28.63949579,77.07317646,46,17,37.14761905,,,,67,35.23809524,20.5
8102,28.63549579,77.07317646,69.31818182,16,32.8125,59,,,,36.75,19.5
8104,28.62749579,77.07317646,92.63636364,55.17460317,72.63012329,84.02631579,108.5,101,60.55555556,51,28.14814815
8106,28.61949579,77.07317646,117.625,54.18518519,83.70039173,64.69230769,142.5333333,147.625,73.25,49,20.69230769
8109,28.60749579,77.07317646,51,49.41666667,60.11574074,93.33333333,133.5,,,14.33333333,19.11111111
8110,28.60349579,77.07317646,167,51.97142857,82.56181379,81.48148148,136.8421053,121.75,66,22.72727273,12.72222222
8111,28.59949579,77.07317646,98.75,50.84848485,67.63976624,78.04878049,105.6315789,125.75,50.875,16.71428571,14.5
8112,28.59549579,77.07317646,101.2841727,49.40967742,62.21349473,77.66025641,96.46753247,79.83125,61.08917197,19.33834586,12.62755102
8129,28.52749579,77.07317646,78.69444444,49.87012987,69.87161377,77.23076923,90.7037037,88.55,76.29032258,56.01449275,41.61904762
8173,28.83349579,77.07664056,122.6,45.76923077,86.39507804,104.9090909,183.4,116.48,51.8,40.78125,25.42105263
8174,28.82949579,77.07664056,126.3837687,,165,,263,,,67,
8206,28.70149579,77.07664056,130.1675373,109,109,,,,,,
8210,28.68549579,77.07664056,133.951306,140,140,,,,,,
8211,28.68149579,77.07664056,137.7350746,61.69594595,106.6514811,162.964467,190.3428571,116.4390244,92.56944444,51.76923077,39.6958042
8212,28.67749579,77.07664056,128.3880597,,80,,,,,,80
8214,28.66949579,77.07664056,119.0410448,,94,,,,94,,
8219,28.64949579,77.07664056,109.6940298,17,17,,,,,,
8220,28.64549579,77.07664056,100.3470149,,27,,,,,,27
8222,28.63749579,77.07664056,91,19,92.85906862,170,144.5,184.8333333,81,31.70588235,20.83333333
8224,28.62949579,77.07664056,114.46,68.06306306,82.41030955,105.5866667,115.4074074,99.60465116,66.51546392,50.59259259,39.05263158
8227,28.61749579,77.07664056,137.3636364,57.55737705,92.13069563,70.44680851,133.4390244,197.490566,64.125,36.07142857,40.55172414
8229,28.60949579,77.07664056,101.6818182,,58.5,83,,,,34,
8230,28.60549579,77.07664056,66,61.67123288,61.72320336,76.175,115.2727273,67.33333333,63.58333333,31,12.75
8233,28.59349579,77.07664056,102.5769231,47.72093023,58.88318414,83.0625,87.45,73.96296296,47.82352941,17.73529412,10.73333333
8246,28.54149579,77.07664056,103.4722851,,71,94,48,,,,
8249,28.52949579,77.07664056,104.3676471,48.48484848,80.66888563,77.47321429,105.7703704,105.2692308,90.48837209,58.375,55.12240185
8250,28.52549579,77.07664056,78.18382355,34.5,34.5,,,,,,
8290,28.84349579,77.08010466,52,,52,,,,,,
8291,28.83949579,77.08010466,90.4,37.66666667,79.61126868,101.2,162.75,110.8571429,51.83333333,47.29411765,34.88888889
8292,28.83549579,77.08010466,103.25,42,75.86116071,80,162.3333333,93.21428571,45.8,46.54166667,33.75
8293,28.83149579,77.08010466,108.625,,33,,,,,,33
8330,28.68349579,77.08010466,114,58.125,75.95833334,135.6666667,,,45,27,
8331,28.67949579,77.08010466,175.8472222,64.68,123.0441668,138.3571429,244.8207547,157.65,115.6875,58.825,28.48571429
8332,28.67549579,77.08010466,183.5,,140.5,,,,,,97.5
8333,28.67149579,77.08010466,197,,161.25,,,,,,125.5
8335,28.66349579,77.08010466,167.9166667,,34,,,,,39,29
8337,28.65549579,77.08010466,138.8333333,,32,,,,,,32
8338,28.65149579,77.08010466,109.75,,34,,,,,,34
8339,28.64749579,77.08010466,80.66666667,25,46.08333333,66,,,,39.41666667,19.33333333
8340,28.64349579,77.08010466,141.3717949,16,40.90476191,61.66666667,,,70,32.85714286,24
8341,28.63949579,77.08010466,202.0769231,37.2,111.3084458,64,232.6,195.8333333,95,37.38888889,26.36842105
8342,28.63549579,77.08010466,206.125,42,118.7644345,34.5,225.8,164,171.8333333,54.85714286,51
8343,28.63149579,77.08010466,107.7111111,53.06666667,83.42833929,106.8314607,135.0779221,104.2162162,77.31481481,43.92727273,39.28125
8346,28.61949579,77.08010466,147.8,44,89.2888889,113.5,175.5555556,,89.5,28.66666667,26
8347,28.61549579,77.08010466,97.75,79.6440678,74.35616685,66.33333333,115.6666667,97.5,65.11111111,37.57142857,35.27272727
8348,28.61149579,77.08010466,191,50.625,99.54671475,88.06666667,115.1666667,234,71.4,35.5,10.61538462
8349,28.60749579,77.08010466,136,52.27272727,70.68483294,73.47058824,134.1904762,58.33333333,65,29.75,16.46153846
8353,28.59149579,77.08010466,132.2903226,48.3880597,67.77049088,81.79310345,117,83.05970149,49.15942029,16.74358974,13.72972973
8368,28.53149579,77.08010466,97.40384615,52.38596491,70.66947738,63.18243243,92.09803922,108.1333333,67.87179487,51.02040816,33.26
8370,28.52349579,77.08010466,96,,202.3333333,,202.3333333,,,,
8411,28.84149579,77.08356876,95.63636364,26.86666667,66.52943778,85.77777778,130.8333333,88.57142857,44.73684211,38.75903614,21.05405405
8412,28.83749579,77.08356876,127,47.5,66.98333333,,,94.66666667,60,47.33333333,25.4
8451,28.68149579,77.08356876,157.6,55.66470588,90.05742823,81.82539683,150.704918,101.8333333,87.23913043,49.82051282,35.77142857
8452,28.67749579,77.08356876,136.5666667,,77.5,101,,,,54,
8454,28.66949579,77.08356876,115.5333333,64.41830065,58.56045752,56.83333333,105,,69.85714286,36.80952381,18.44444444
8455,28.66549579,77.08356876,94.5,32.5,60.60727086,58,116,,71,33.80645161,18.44444444
8456,28.66149579,77.08356876,71.4,41.75,58.06507937,60.5,96,,82,37.55555556,17.25
8459,28.64949579,77.08356876,131.8,27.5,102.6833333,103.5,174,157,147.5,41.16666667,39
8460,28.64549579,77.08356876,141.3571429,34.23076923,88.54643968,91.5,130.4545455,140.1111111,91.83333333,44.65384615,34.23076923
8461,28.64149579,77.08356876,166.375,45.625,103.6388889,127.25,127.1111111,166.8333333,116.75,44,35.16666667
8462,28.63749579,77.08356876,147.1239407,,63.66666667,,115,,,61,15
8463,28.63349579,77.08356876,127.8728814,52.53125,81.52763816,103.3909091,117.9701493,110.0208333,59.52083333,50.70212766,30.21212121
8464,28.62949579,77.08356876,115.5,49.25,100.8751526,103.5555556,144.1538462,143,95.33333333,55.33333333,
8466,28.62149579,77.08356876,142,31.5,83.89285714,80,192.25,49,70.5,,22
8467,28.61749579,77.08356876,138,49.66666667,58.33333334,50.66666667,53,,80,,
8468,28.61349579,77.08356876,137.3333333,53.72727273,80.44788788,67.7,130.5714286,143.875,67.22222222,22,21.15384615
8469,28.60949579,77.08356876,104.6666667,50.95348837,86.38583693,70.55555556,163.125,208.7708333,57.83333333,18,17.18181818
8473,28.59349579,77.08356876,100.3,30.92307692,54.47187812,67.90909091,76.71428571,76.14285714,51.5,11.28571429,21
8474,28.58949579,77.08356876,87.88135593,49.46341463,62.22515991,83.44444444,108.7894737,87.05,44.25454545,17.62857143,19.28947368
8475,28.58549579,77.08356876,100,,113.5,205,,,,22,
8488,28.53349579,77.08356876,115.8958333,47.52212389,78.76751416,90.24210526,79.90163934,119.6428571,81.95121951,55.56060606,39.42372881
8489,28.52949579,77.08356876,90,,39,,,,,39,
8490,28.52549579,77.08356876,63.425,45.73913043,62.08701299,50.02173913,55.48275862,94.85714286,86.93333333,60.77358491,39.46341463
8491,28.52149579,77.08356876,106.2836879,49.49704142,82.54887885,75.68992248,119,125.7875,68.79635258,73.87975952,41.45676692
8527,28.85549579,77.08703287,100,,100,,100,,,,
8528,28.85149579,77.08703287,96.47435897,62.56557377,89.54282312,92.31292517,180.8944724,112.3886463,71.36666667,56.28279883,44.05714286
8529,28.84749579,77.08703287,90.54545455,49.57142857,84.54646326,88.57142857,194.8,87.07142857,76,66.88888889,22.92307692
8530,28.84349579,77.08703287,126.0967742,41.02325581,75.61450141,82.09230769,145.9285714,93.78494624,45.54385965,41.2962963,29.15
8532,28.83549579,77.08703287,144.8270449,,30,,,,,,30
8569,28.68749579,77.08703287,163.5573157,127,87,47,,,,,
8570,28.68349579,77.08703287,182.2875864,,67.5,67.5,,,,,
8571,28.67949579,77.08703287,201.0178571,57.6557377,111.8493547,124.0540541,228.8015267,111.5,95.31707317,43.35483871,33.09375
8573,28.67149579,77.08703287,94,34.66666667,71.04482324,57,102.6666667,142.5,73.66666667,32.22222222,31.63636364
8575,28.66349579,77.08703287,80,,30,,,,,30,
8576,28.65949579,77.08703287,55,41.5,48.12222222,56,,,85,37.9,13.33333333
8577,28.65549579,77.08703287,105,20,111.90625,66,294.5,182,155.5,37,35.25
8578,28.65149579,77.08703287,123.3333333,36.90909091,98.81327006,89,184.6923077,162,98,41.57142857,55
8579,28.64749579,77.08703287,111.8703703,43,101.8333333,,166.5,,96,,
8581,28.63949579,77.08703287,100.4074074,,36,,,,,,36
8582,28.63549579,77.08703287,88.94444444,55.42105263,65.54322319,54.02083333,107.875,87.16666667,56.65625,36.46153846,37.8
8583,28.63149579,77.08703287,126.6875,59.20481928,89.97365468,120.5045045,145.5662651,122.8648649,59.45652174,45.17142857,40.33333333
8584,28.62749579,77.08703287,151.34375,,140,,140,,,,
8585,28.62349579,77.08703287,176,41.8,77.01071429,69.75,121.5357143,47,100,37,23
8586,28.61949579,77.08703287,136,55.55555556,70.66209796,86.15789474,125.6666667,44.5,43.83333333,54.25,19.33333333
8587,28.61549579,77.08703287,116,47.48275862,68.92323133,82,113.6923077,57.25,60.17647059,46.66666667,28.11764706
8588,28.61149579,77.08703287,139.6666667,58.30985915,76.73735722,72.61764706,137.8684211,103.2,54.57142857,28.85714286,18.80769231
8593,28.59149579,77.08703287,87.0625,49.4,70.54836811,109.2,136.4210526,81.80952381,74.76923077,17.33333333,8.391304348
8594,28.58749579,77.08703287,87.41346154,48.24603175,58.77738473,71.7745098,93.40697674,85.2890625,51.36734694,19.73913043,12.98255814
8606,28.53949579,77.08703287,99.31784187,42,47,74,,,,,25
8608,28.53149579,77.08703287,111.2222222,55.49604743,85.65852934,84.11320755,110.8732394,116.7244094,100.2783109,63.61389522,42.94690265
8609,28.52749579,77.08703287,73.94339623,49.26373626,59.28837374,48.51948052,62,91.27272727,53.18181818,61.61363636,34.51219512
8647,28.85749579,77.09049697,143.5909091,44.53333333,97.31235379,127.9333333,195.8125,127.7692308,53.85714286,54.53571429,30.46666667
8648,28.85349579,77.09049697,177.04,46.61904762,119.6458418,117.4782609,197.0869565,166.9428571,112.75,85.11627907,54.13333333
8650,28.84549579,77.09049697,114.6666667,41,79.17160919,79.375,178.1111111,99.42105263,47.27272727,48.78947368,24.73684211
8651,28.84149579,77.09049697,129.1111111,67.66666667,83.14491421,104.1176471,176.4444444,89.83333333,36,37.875,24.11111111
8652,28.83749579,77.09049697,105.5,31,77.37738096,134,175.6666667,85.4,42.66666667,25.5,19.28571429
8681,28.72149579,77.09049697,117.0522876,,41,41,,,,,
8683,28.71349579,77.09049697,128.6045752,,110,110,,,,,
8687,28.69749579,77.09049697,140.1568628,,45,45,,,,,
8689,28.68949579,77.09049697,151.7091503,135,135,,,,,,
8690,28.68549579,77.09049697,163.2614379,,73,73,,,,,
8691,28.68149579,77.09049697,174.8137255,63.85964912,97.95789622,86.92682927,160.3606557,92.11428571,124.016129,50.77777778,30.79411765
8692,28.67749579,77.09049697,163.9346406,,31.33333333,,,,37,35,22
8694,28.66949579,77.09049697,153.0555556,41,86.05410354,50.5,93.5,183.75,106.5,31.72727273,28.4
8695,28.66549579,77.09049697,123.4,55.5,84.1,67.5,123.4,84.5,105.3333333,42.5,70.66666667
8696,28.66149579,77.09049697,129.469697,45.76923077,100.8158129,103.25,191.4545455,137.7777778,117.375,42.37142857,39.05882353
8697,28.65749579,77.09049697,132.5384615,37.77777778,100.0703335,76.5,199.3,149.625,121.5714286,40.25,43
8698,28.65349579,77.09049697,159.5,51,107.3125,123,200,143.5,113,33,35.5
8702,28.63749579,77.09049697,131.452381,87,87,,,,,,
8703,28.63349579,77.09049697,103.4047619,57.55411255,77.74758395,89.3757764,129.0899471,96.41666667,59.56097561,48.2254902,38.35294118
8704,28.62949579,77.09049697,129.5526316,45.64367816,75.42749321,107.7155172,116.0967742,99.64705882,42.46428571,46.5,15.8
8705,28.62549579,77.09049697,159.5,40.5,77.37295752,87.70588235,186,42.5,36.44444444,43,23.33333333
8706,28.62149579,77.09049697,141.2,44.3902439,72.50941063,86.96610169,142.4166667,49.5,44.72727273,36.5,34.375
8707,28.61749579,77.09049697,89,35.5,45.85714286,45,62,43.5,37.5,24.5,29.85714286
8708,28.61349579,77.09049697,85.66666667,54.03448276,73.21409762,79.01639344,103.7857143,127.4,66,48.57142857,21.23809524
8709,28.60949579,77.09049697,86,50,82.5,94,152,,,,34
8715,28.58549579,77.09049697,87.23809524,43.11627907,55.79636119,64.86792453,90.02409639,79.02531646,44.94495413,20.30612245,16.84810127
8727,28.53749579,77.09049697,108.106383,57.47938144,76.86245688,93.96116505,69.03785489,114.1515152,81.46551724,54.2173913,36.48044693
8728,28.53349579,77.09049697,107.3013699,62.864,90.93787415,101.3119266,110.5424837,124.1090909,93.35211268,72.15104167,55.87096774
8729,28.52949579,77.09049697,115.5104371,,44,,,,68,,20
8730,28.52549579,77.09049697,123.7195042,,65.5,,,,65.5,,
8766,28.85949579,77.09396107,131.9285714,47.25,89.22025591,162.3333333,139.5,131.5714286,32.09677419,43.54347826,25.53846154
8767,28.85549579,77.09396107,129,,39,,,,,39,
8772,28.83549579,77.09396107,128,30,87.54464286,98.66666667,218.5,124,38,45.33333333,17.85714286
8807,28.69549579,77.09396107,145,,223,,,223,,,
8809,28.68749579,77.09396107,150.5,110,111.7777778,148.6666667,169.3333333,98,139.2222222,48.5,30
8810,28.68349579,77.09396107,188.4444444,70.11111111,111.5023109,145,156.3846154,119.5354839,105.0769231,68.375,39.09090909
8811,28.67949579,77.09396107,178.1259259,61.57575758,112.1120881,166.2191235,186.6740331,128.5167464,89.44599303,48.17622951,38.16289593
8812,28.67549579,77.09396107,104.1428571,41.30769231,65.53103715,58.2,116.6666667,80,41.58108108,41.6,40.75
8813,28.67149579,77.09396107,151.3066667,36.875,102.3251339,200.2181818,127.5882353,80,151.6,38.28571429,32.72727273
8814,28.66749579,77.09396107,164.3333333,40.2,112.0160714,144.5,183,107.3333333,134,55.33333333,67.42857143
8815,28.66349579,77.09396107,68,36.5,71.35714286,,85.66666667,87,81.33333333,72,69
8816,28.65949579,77.09396107,76.82798508,,80,,,,80,,
8818,28.65149579,77.09396107,85.65597016,63,63,,,,,,
8820,28.64349579,77.09396107,94.48395524,42,42,,,,,,
8821,28.63949579,77.09396107,103.3119403,67,72.47222223,27.75,122.6666667,,,,
8822,28.63549579,77.09396107,112.1399254,58.00222222,79.50256063,95.37514384,127.6198454,106.1108179,61.75322812,40.36995153,34.64935065
8823,28.63149579,77.09396107,113.0699627,55,77.06666666,154.3333333,121,,,29,26
8824,28.62749579,77.09396107,114,33,51.55,69.3,70.5,,21.5,,1
8825,28.62349579,77.09396107,112.6666667,39.05555556,63.37100695,76.58333333,113.6,57,42.4375,43,22.625
8826,28.61949579,77.09396107,139,,79.7,34,112.5,69,44,,
8827,28.61549579,77.09396107,143,43.3125,76.90804398,79.18518519,169.75,51.66666667,47.1,61,20.25
8828,28.61149579,77.09396107,88.33333333,57.34782609,76.90441787,85.55,121.3076923,124.6,56.83333333,63,18.26315789
8829,28.60749579,77.09396107,80,42,42,,,,,,
8835,28.58349579,77.09396107,74.49275362,43.78333333,51.54672802,64.38297872,77.09259259,75.05357143,43.08823529,23.75308642,10.72727273
8846,28.53949579,77.09396107,143.6891892,70.37168142,103.4625793,98.64646465,134.3076923,134.5384615,111.3414634,74.5875,60.21818182
8847,28.53549579,77.09396107,109,,110.0833333,,110,146,75.33333333,,
8850,28.52349579,77.09396107,125,,81.25,140,,,,,22.5
8887,28.85749579,77.09742517,143.2142857,41,97.81024531,160.3333333,170.5555556,126.6666667,61.83333333,48.33333333,30.54545455
8888,28.85349579,77.09742517,146.8333333,51.66666667,100.4514385,150.5,211.8,112.5714286,51.875,46.80952381,31.55555556
8889,28.84949579,77.09742517,128.5714286,44.25,95.64003969,127,226.6,110,51.25,42.56,34.88888889
8892,28.83749579,77.09742517,126.6,41.25,81.7125,86,201,111.75,34.2,33.9,19
8928,28.69349579,77.09742517,210,80.75,82.62708333,89.8,67.66666667,94,43,40,35.8
8929,28.68949579,77.09742517,158.6842105,65.96875,111.540265,126.8235294,179.7692308,182.7092199,98.33333333,45.88,34.15384615
8930,28.68549579,77.09742517,109.8,81.53846154,85.00537587,71.81818182,182.6363636,97,62.25,45.33333333,29.66666667
8931,28.68149579,77.09742517,95.45238095,54.66666667,65.92627561,72.6,81.17977528,,109.5,19.08510638,29
8932,28.67749579,77.09742517,169.6339286,61.97029703,106.3336812,103.14,173.4459459,103.4444444,160.4945652,38.0130719,40.52719665
8933,28.67349579,77.09742517,153.7234321,,182,182,,,,,
8939,28.64949579,77.09742517,137.8129355,,44.5,44.5,,,,,
8942,28.63749579,77.09742517,121.902439,60.53367876,89.83725514,113.0141343,132.6746032,135.0961538,71.59310345,44.86607143,39.01785714
8943,28.63349579,77.09742517,148.375,60.83116883,98.63334093,84.63380282,160.0588235,135.36,101.5882353,58.58333333,39.63636364
8947,28.61749579,77.09742517,102.2222222,42.88888889,63.25763889,83.53333333,105.5,91.25,43.66666667,21.5,15.5
8948,28.61349579,77.09742517,146.2857143,48.94736842,65.20339749,90.171875,119.5,45.83333333,43.55555556,24.33333333,3
8949,28.60949579,77.09742517,126,51.13235294,78.62438984,89.06451613,143.2972973,108,56.38095238,35.2,19.92
8956,28.58149579,77.09742517,78.72131148,42.31746032,47.95497875,61.0273224,66.63366337,64.375,42.46,13.52173913,14.58333333
8967,28.53749579,77.09742517,117.6222222,58.25,84.78263515,88.17142857,117,108.7346939,83.6407767,63.41573034,41.42622951
8971,28.52149579,77.09742517,96.83333333,47.265625,68.48064363,67.27118644,89.44680851,85.17647059,73.47058824,63.8255814,24.55555556
9009,28.84749579,77.10088927,114.25,36,64.24489796,85,,96.75,41.28571429,40,36.42857143
9010,28.84349579,77.10088927,119,30.8,90.71750992,134.5,204,124.875,43.2,42.14285714,27.22222222
9011,28.83949579,77.10088927,133.3125,33.18181818,90.90634594,110.6666667,172.5833333,122.1875,86.7804878,40.78846154,27.75
9047,28.69549579,77.10088927,129,48,44.16666667,,,,58.5,26,
9048,28.69149579,77.10088927,122.25,67.23529412,94.29816176,111.375,178.7333333,92.66666667,97,54.125,31
9051,28.67949579,77.10088927,141.3518519,40.31932773,76.59362788,68.6,126.05,90.27659574,72.44262295,44.76923077,28.93939394
9052,28.67549579,77.10088927,118,,378,378,,,,,
9061,28.63949579,77.10088927,86.625,38,79.44295778,116.6363636,126.9444444,124.25,55.1,63.52631579,24.46153846
9068,28.61149579,77.10088927,90.5,47.2,70.00808081,114.1818182,122,,27.66666667,,18.5
9069,28.60749579,77.10088927,111.7333333,53.44736842,71.42544431,83.8852459,137.2820513,109.5,30.55555556,29,16
9076,28.57949579,77.10088927,84.82051282,43.59701493,51.74123128,62.41666667,81.60784314,73.72463768,42,14.45283019,11.31034483
9086,28.53949579,77.10088927,90,,71.45833334,,,,,81.66666667,61.25
9087,28.53549579,77.10088927,96.28,54.234375,76.91525616,83.51515152,103.5714286,75.44444444,105.8518519,55.39622642,41.02857143
9088,28.53149579,77.10088927,106,48,63.15,72.75,91,,52,52,
9089,28.52749579,77.10088927,112.3488372,47.34065934,76.25040704,77.6302521,115.9615385,98.86206897,83.81395349,41.79104478,32.25490196
9090,28.52349579,77.10088927,110.7878788,35.75935829,75.1807295,79.37068966,108.159292,113.5,81.37735849,45.42307692,27.06818182
9132,28.83749579,77.10435337,256,58,131.1,,288,,,33.5,20
9168,28.69349579,77.10435337,140.9411765,62.57142857,92.86645659,140.5,138.2,84,91.73333333,44.78571429,40.2
9169,28.68949579,77.10435337,150.1138685,,222,,222,,,,
9170,28.68549579,77.10435337,159.2865605,122,122,,,,,,
